timestamp,source,destination,Protocol,src_port,dst_port,process,size,ttl,syn_flag,fin_flag,ack_flag,cpu_percent,mem_percent,active_connections
2025-11-20 06:39:00.688987,192.168.101.126,34.139.197.112,17,4967,25,firefox.exe,150,78,1,1,1,47.4,85.36,449
2025-11-20 06:39:00.698987,192.168.101.246,34.139.31.181,17,11560,25,chrome.exe,1190,75,0,0,1,32.6,61.88,122
2025-11-20 06:39:00.708987,192.168.101.4,34.139.140.202,6,40069,443,teams.exe,45,81,1,0,1,33.48,20.44,344
2025-11-20 06:39:00.718987,192.168.101.221,34.139.67.65,6,48738,80,firefox.exe,875,87,1,0,1,14.92,23.33,313
2025-11-20 06:39:00.728987,192.168.101.232,34.139.215.208,6,37752,443,teams.exe,126,127,0,0,1,2.79,35.76,408
2025-11-20 06:39:00.738987,192.168.101.174,34.139.219.42,6,47478,80,teams.exe,969,103,0,0,0,14.59,71.4,434
2025-11-20 06:39:00.748987,192.168.101.35,34.139.234.64,17,29367,53,firefox.exe,163,52,1,1,1,9.38,64.31,53
2025-11-20 06:39:00.758987,192.168.101.224,34.139.69.238,17,40979,53,msedge.exe,573,64,1,0,1,44.87,25.32,101
2025-11-20 06:39:00.768987,192.168.101.122,34.139.55.252,6,27031,25,firefox.exe,919,122,1,0,0,8.99,14.92,23
2025-11-20 06:39:00.778987,192.168.101.14,34.139.62.8,17,56262,80,msedge.exe,1040,103,0,0,1,17.28,37.26,254
2025-11-20 06:39:00.788987,192.168.101.49,34.139.173.56,6,56151,80,chrome.exe,433,54,1,1,0,47.13,68.74,380
2025-11-20 06:39:00.798987,192.168.101.51,34.139.183.50,6,10142,22,firefox.exe,1441,73,1,0,0,32.15,50.82,473
2025-11-20 06:39:00.808987,192.168.101.14,34.139.118.166,6,15317,22,firefox.exe,440,82,1,1,0,48.98,32.81,267
2025-11-20 06:39:00.818987,192.168.101.156,34.139.146.9,6,53928,22,msedge.exe,891,68,1,0,0,48.99,20.76,266
2025-11-20 06:39:00.828987,192.168.101.92,34.139.227.249,6,8335,25,zoom.exe,131,58,0,1,1,16.77,21.69,253
2025-11-20 06:39:00.838987,192.168.101.83,34.139.71.90,17,62554,80,msedge.exe,1064,112,0,1,0,30.7,36.03,265
2025-11-20 06:39:00.848987,192.168.101.138,34.139.194.236,6,33432,25,firefox.exe,1226,61,0,1,0,11.0,52.98,448
2025-11-20 06:39:00.858987,192.168.101.8,34.139.63.39,17,61675,53,msedge.exe,325,66,1,0,0,32.24,19.33,239
2025-11-20 06:39:00.868987,192.168.101.244,34.139.167.52,17,5040,443,firefox.exe,1478,96,1,1,1,27.57,36.95,438
2025-11-20 06:39:00.878987,192.168.101.90,34.139.54.174,6,27787,25,firefox.exe,1420,89,0,0,0,40.61,56.95,93
2025-11-20 06:39:00.888987,192.168.101.233,34.139.31.220,6,50712,80,teams.exe,1400,72,0,0,0,5.41,38.06,201
2025-11-20 06:39:00.898987,192.168.101.78,34.139.163.43,6,6619,25,firefox.exe,543,106,1,1,1,0.36,54.1,92
2025-11-20 06:39:00.908987,192.168.101.55,34.139.116.194,6,46802,25,teams.exe,239,104,1,1,1,1.26,67.04,313
2025-11-20 06:39:00.918987,192.168.101.192,34.139.18.195,17,55930,443,zoom.exe,75,51,1,1,1,12.28,11.73,147
2025-11-20 06:39:00.928987,192.168.101.150,34.139.7.14,17,31779,443,teams.exe,1274,77,0,0,1,20.8,85.57,3
2025-11-20 06:39:00.938987,192.168.101.156,34.139.90.239,17,36475,80,chrome.exe,1287,68,1,1,0,36.33,72.72,242
2025-11-20 06:39:00.948987,192.168.101.9,34.139.107.199,6,2749,80,teams.exe,906,102,1,1,1,19.68,38.73,107
2025-11-20 06:39:00.958987,192.168.101.147,34.139.217.98,17,28254,25,msedge.exe,1231,111,0,1,1,34.63,64.67,158
2025-11-20 06:39:00.968987,192.168.101.141,34.139.140.103,17,42481,80,firefox.exe,337,56,0,1,0,39.86,14.63,227
2025-11-20 06:39:00.978987,192.168.101.52,34.139.62.106,17,19481,53,teams.exe,902,123,0,0,1,41.13,89.51,327
2025-11-20 06:39:00.988987,192.168.101.210,34.139.163.212,17,24552,22,zoom.exe,444,120,0,0,1,22.32,69.84,139
2025-11-20 06:39:00.998987,192.168.101.153,34.139.190.160,6,56030,443,firefox.exe,1369,51,0,0,0,32.17,34.18,195
2025-11-20 06:39:01.008987,192.168.101.208,34.139.182.26,17,14597,443,firefox.exe,459,59,1,0,0,26.31,66.6,415
2025-11-20 06:39:01.018987,192.168.101.46,34.139.199.113,6,22395,25,firefox.exe,436,66,1,1,1,32.65,10.34,73
2025-11-20 06:39:01.028987,192.168.101.229,34.139.72.114,6,42165,25,msedge.exe,792,91,1,1,1,35.85,57.59,462
2025-11-20 06:39:01.038987,192.168.101.212,34.139.237.77,17,23353,22,chrome.exe,1475,55,1,1,1,44.46,57.69,131
2025-11-20 06:39:01.048987,192.168.101.24,34.139.38.212,17,41430,80,msedge.exe,665,60,1,1,0,32.32,74.64,471
2025-11-20 06:39:01.058987,192.168.101.12,34.139.101.246,17,34928,25,teams.exe,1326,70,0,0,0,20.36,13.3,407
2025-11-20 06:39:01.068987,192.168.101.190,34.139.110.12,6,20130,22,msedge.exe,431,82,0,0,1,16.65,59.6,96
2025-11-20 06:39:01.078987,192.168.101.59,34.139.191.86,6,46283,25,firefox.exe,955,53,0,1,0,47.77,45.52,257
2025-11-20 06:39:01.088987,192.168.101.70,34.139.106.151,6,62875,80,firefox.exe,172,107,1,1,0,48.93,83.75,260
2025-11-20 06:39:01.098987,192.168.101.222,34.139.103.151,17,47698,443,msedge.exe,737,73,1,0,0,26.78,26.19,466
2025-11-20 06:39:01.108987,192.168.101.131,34.139.132.181,17,26211,25,teams.exe,1202,123,0,1,0,49.84,85.23,479
2025-11-20 06:39:01.118987,192.168.101.211,34.139.129.113,6,7392,22,chrome.exe,983,60,0,1,1,5.79,16.86,492
2025-11-20 06:39:01.128987,192.168.101.63,34.139.148.231,17,17108,443,msedge.exe,446,97,1,0,1,49.2,22.5,258
2025-11-20 06:39:01.138987,192.168.101.182,34.139.231.142,6,50630,53,chrome.exe,1206,110,0,1,0,20.16,89.06,428
2025-11-20 06:39:01.148987,192.168.101.69,34.139.31.92,6,45742,443,msedge.exe,420,76,1,1,0,21.45,63.96,221
2025-11-20 06:39:01.158987,192.168.101.101,34.139.171.208,17,44615,25,teams.exe,51,104,0,1,0,14.95,28.53,89
2025-11-20 06:39:01.168987,192.168.101.65,34.139.190.119,17,6179,22,teams.exe,1024,84,1,0,0,27.14,30.29,178
2025-11-20 06:39:01.178987,192.168.101.92,34.139.133.162,6,4914,25,teams.exe,729,58,0,0,1,27.56,77.59,105
2025-11-20 06:39:01.188987,192.168.101.109,34.139.52.231,17,24652,80,chrome.exe,281,116,0,0,1,4.5,37.08,60
2025-11-20 06:39:01.198987,192.168.101.247,34.139.205.232,17,2155,443,chrome.exe,572,126,1,0,1,25.48,87.82,112
2025-11-20 06:39:01.208987,192.168.101.156,34.139.235.73,6,3525,25,msedge.exe,512,77,1,1,0,39.7,38.28,291
2025-11-20 06:39:01.218987,192.168.101.89,34.139.164.193,17,31880,443,zoom.exe,495,80,1,0,0,41.26,30.73,239
2025-11-20 06:39:01.228987,192.168.101.253,34.139.63.170,6,3577,25,msedge.exe,1492,64,1,0,0,37.61,69.6,12
2025-11-20 06:39:01.238987,192.168.101.188,34.139.185.117,6,56662,25,teams.exe,1286,62,0,0,1,23.18,88.92,292
2025-11-20 06:39:01.248987,192.168.101.19,34.139.60.83,6,29789,80,chrome.exe,1228,109,0,0,0,38.84,29.89,329
2025-11-20 06:39:01.258987,192.168.101.230,34.139.215.226,6,17944,443,chrome.exe,415,74,1,1,0,10.48,14.49,389
2025-11-20 06:39:01.268987,192.168.101.27,34.139.181.186,17,7627,443,chrome.exe,1053,99,1,0,0,6.05,32.41,401
2025-11-20 06:39:01.278987,192.168.101.181,34.139.31.147,6,25387,53,msedge.exe,844,98,0,1,0,28.06,15.64,457
2025-11-20 06:39:01.288987,192.168.101.45,34.139.19.241,6,6212,22,zoom.exe,692,71,0,0,0,38.69,78.85,349
2025-11-20 06:39:01.298987,192.168.101.16,34.139.174.62,6,50828,22,chrome.exe,703,117,1,1,0,33.89,70.08,307
2025-11-20 06:39:01.308987,192.168.101.63,34.139.228.243,6,20233,22,teams.exe,71,113,0,1,1,39.28,32.22,22
2025-11-20 06:39:01.318987,192.168.101.141,34.139.211.234,6,6896,53,zoom.exe,822,122,1,1,1,10.46,63.36,398
2025-11-20 06:39:01.328987,192.168.101.159,34.139.31.148,17,53760,22,firefox.exe,1096,93,1,0,1,4.37,55.11,109
2025-11-20 06:39:01.338987,192.168.101.15,34.139.113.185,17,8135,80,firefox.exe,730,110,1,0,1,5.48,63.18,140
2025-11-20 06:39:01.348987,192.168.101.221,34.139.179.26,17,22470,25,firefox.exe,1138,95,0,1,1,44.79,54.86,107
2025-11-20 06:39:01.358987,192.168.101.74,34.139.194.203,6,46531,22,firefox.exe,556,99,0,0,0,22.07,41.2,22
2025-11-20 06:39:01.368987,192.168.101.43,34.139.84.132,17,49571,22,msedge.exe,1440,107,0,1,1,41.19,28.16,444
2025-11-20 06:39:01.378987,192.168.101.167,34.139.97.233,17,41759,53,chrome.exe,75,107,1,1,1,30.02,21.91,242
2025-11-20 06:39:01.388987,192.168.101.216,34.139.176.64,6,12646,53,chrome.exe,654,53,0,1,0,12.79,28.81,171
2025-11-20 06:39:01.398987,192.168.101.63,34.139.81.214,17,10783,25,msedge.exe,186,127,0,0,1,31.07,55.07,28
2025-11-20 06:39:01.408987,192.168.101.204,34.139.177.88,6,60846,25,chrome.exe,577,100,1,0,1,5.29,66.1,26
2025-11-20 06:39:01.418987,192.168.101.25,34.139.105.34,6,2196,443,msedge.exe,619,69,1,0,1,19.75,45.79,171
2025-11-20 06:39:01.428987,192.168.101.108,34.139.131.110,17,45580,53,zoom.exe,517,117,0,1,1,16.99,14.72,145
2025-11-20 06:39:01.438987,192.168.101.163,34.139.63.232,6,33143,25,zoom.exe,1134,96,0,0,1,10.24,54.8,320
2025-11-20 06:39:01.448987,192.168.101.178,34.139.98.16,6,8431,80,teams.exe,484,86,1,1,0,7.7,36.33,106
2025-11-20 06:39:01.458987,192.168.101.47,34.139.74.87,17,9712,22,zoom.exe,817,113,1,0,1,37.07,41.06,157
2025-11-20 06:39:01.468987,192.168.101.186,34.139.1.149,6,20535,443,msedge.exe,867,83,0,1,0,28.57,69.8,339
2025-11-20 06:39:01.478987,192.168.101.75,34.139.129.211,17,55548,22,chrome.exe,1259,81,0,1,0,34.14,15.33,140
2025-11-20 06:39:01.488987,192.168.101.167,34.139.142.181,17,48247,80,firefox.exe,1071,125,0,0,1,0.1,81.46,148
2025-11-20 06:39:01.498987,192.168.101.132,34.139.151.86,17,52426,53,teams.exe,242,67,0,1,0,26.24,43.15,146
2025-11-20 06:39:01.508987,192.168.101.64,34.139.235.16,17,37422,22,chrome.exe,978,103,1,0,1,49.96,17.26,163
2025-11-20 06:39:01.518987,192.168.101.133,34.139.139.2,6,30183,443,teams.exe,1153,88,1,1,0,18.77,59.81,343
2025-11-20 06:39:01.528987,192.168.101.111,34.139.185.162,17,32485,53,msedge.exe,862,119,0,1,1,30.16,24.89,377
2025-11-20 06:39:01.538987,192.168.101.59,34.139.168.135,17,42857,53,msedge.exe,1352,80,1,0,0,26.58,32.88,44
2025-11-20 06:39:01.548987,192.168.101.139,34.139.160.251,17,21548,53,msedge.exe,174,82,0,1,1,42.76,21.37,120
2025-11-20 06:39:01.558987,192.168.101.228,34.139.162.171,6,11339,80,firefox.exe,1467,80,1,0,0,2.46,61.63,87
2025-11-20 06:39:01.568987,192.168.101.141,34.139.170.97,6,17767,443,firefox.exe,1036,121,1,1,1,36.54,10.2,299
2025-11-20 06:39:01.578987,192.168.101.99,34.139.141.194,17,30326,80,firefox.exe,1000,115,0,0,0,22.62,31.59,412
2025-11-20 06:39:01.588987,192.168.101.68,34.139.242.96,6,9187,25,chrome.exe,297,107,0,0,0,18.65,74.64,394
2025-11-20 06:39:01.598987,192.168.101.157,34.139.154.88,17,44886,53,zoom.exe,628,50,1,1,1,37.04,62.52,96
2025-11-20 06:39:01.608987,192.168.101.163,34.139.48.1,17,30656,443,firefox.exe,846,72,1,1,0,23.62,43.65,220
2025-11-20 06:39:01.618987,192.168.101.14,34.139.221.80,6,55866,443,chrome.exe,1111,95,1,0,1,5.07,29.43,53
2025-11-20 06:39:01.628987,192.168.101.28,34.139.167.77,17,62396,53,msedge.exe,1261,64,0,1,0,9.13,67.56,128
2025-11-20 06:39:01.638987,192.168.101.175,34.139.71.113,17,19144,25,msedge.exe,915,93,1,0,0,6.8,62.41,197
2025-11-20 06:39:01.648987,192.168.101.179,34.139.199.106,6,64296,443,firefox.exe,1009,72,0,0,1,19.77,68.6,308
2025-11-20 06:39:01.658987,192.168.101.62,34.139.8.34,6,47277,53,msedge.exe,516,111,1,1,0,13.34,86.37,77
2025-11-20 06:39:01.668987,192.168.101.33,34.139.234.119,17,63281,25,firefox.exe,946,71,0,0,0,15.08,68.76,84
2025-11-20 06:39:01.678987,192.168.101.149,34.139.91.132,17,34384,443,firefox.exe,428,89,0,1,1,12.57,86.66,490
2025-11-20 06:39:01.688987,192.168.101.77,34.139.112.132,6,28645,22,teams.exe,1461,56,0,0,0,33.62,82.32,236
2025-11-20 06:39:01.698987,192.168.101.173,34.139.103.134,17,39973,22,msedge.exe,521,78,0,1,1,37.83,44.53,77
2025-11-20 06:39:01.708987,192.168.101.252,34.139.169.31,17,41916,25,chrome.exe,401,108,0,0,0,40.89,19.22,63
2025-11-20 06:39:01.718987,192.168.101.48,34.139.13.174,6,8224,80,teams.exe,331,88,1,0,0,46.72,22.29,290
2025-11-20 06:39:01.728987,192.168.101.134,34.139.15.166,6,20606,80,zoom.exe,1395,101,1,0,1,12.59,58.01,166
2025-11-20 06:39:01.738987,192.168.101.129,34.139.61.166,17,42602,22,msedge.exe,100,61,0,1,0,11.48,30.26,314
2025-11-20 06:39:01.748987,192.168.101.179,34.139.206.210,6,35236,22,chrome.exe,69,105,1,0,1,1.57,63.04,14
2025-11-20 06:39:01.758987,192.168.101.178,34.139.53.77,17,54270,53,zoom.exe,704,65,0,0,1,24.24,20.4,194
2025-11-20 06:39:01.768987,192.168.101.236,34.139.2.239,6,21010,80,msedge.exe,450,69,0,0,1,44.4,83.16,409
2025-11-20 06:39:01.778987,192.168.101.219,34.139.76.74,17,48409,443,firefox.exe,704,52,0,1,0,23.6,51.8,382
2025-11-20 06:39:01.788987,192.168.101.117,34.139.151.159,6,39779,25,chrome.exe,1184,95,0,0,1,6.87,44.28,93
2025-11-20 06:39:01.798987,192.168.101.50,34.139.196.165,6,16700,53,firefox.exe,1059,103,1,0,0,8.93,21.64,251
