timestamp,source,destination,Protocol,src_port,dst_port,process,size,ttl,syn_flag,fin_flag,ack_flag,cpu_percent,mem_percent,active_connections
2025-01-01 00:00:58,192.168.1.14,10.0.0.26,TCP,35879,291,system,1123,67,0,0,1,27.074201728128784,13.925946350266429,131
2025-01-01 00:00:59,192.168.1.17,10.0.0.16,TCP,16620,36,explorer,428,120,0,0,1,3.8828953987400427,29.002104131821532,140
2025-01-01 00:01:00,192.168.1.36,10.0.0.31,TCP,51435,965,chrome,785,186,0,0,0,48.175187018049755,56.021058846710766,22
2025-01-01 00:01:01,192.168.1.40,10.0.0.28,UDP,38697,410,sqlserver,924,36,0,0,1,47.576208444038485,9.940118960287638,52
2025-01-01 00:01:02,192.168.1.4,10.0.0.7,TCP,17481,730,sqlserver,952,121,1,1,0,7.881006402349833,27.14789441345094,19
2025-01-01 00:01:03,192.168.1.2,10.0.0.38,UDP,40670,127,explorer,1249,140,0,0,1,37.956501455259435,39.25288282798357,288
2025-01-01 00:01:04,192.168.1.6,10.0.0.9,TCP,44935,564,chrome,1318,68,0,0,1,6.650394961385628,37.1780310238013,271
2025-01-01 00:01:05,192.168.1.42,10.0.0.39,TCP,5978,280,chrome,1080,81,0,0,1,46.84801715988817,54.94473032095558,269
2025-01-01 00:01:06,192.168.1.4,10.0.0.35,TCP,44060,262,chrome,755,226,0,0,0,30.958730870038583,11.114246202318881,109
2025-01-01 00:01:07,192.168.1.29,10.0.0.43,TCP,55739,839,system,630,189,0,0,1,6.480538115087497,47.20131924741514,224
2025-01-01 00:01:08,192.168.1.18,10.0.0.27,TCP,8013,308,steam,1152,150,0,0,0,15.08946387608606,37.23710393845539,36
2025-01-01 00:01:09,192.168.1.26,10.0.0.12,TCP,36886,28,python,1227,139,0,0,0,42.06851133195549,1.8367493656659788,225
2025-01-01 00:01:10,192.168.1.44,10.0.0.25,TCP,30211,45,steam,127,52,0,0,1,35.86236393954183,42.88178297980198,288
2025-01-01 00:01:11,192.168.1.34,10.0.0.43,ICMP,11507,590,steam,856,73,0,0,0,45.39233732615993,14.427521795099958,135
2025-01-01 00:01:12,192.168.1.10,10.0.0.29,TCP,13857,551,python,1017,97,0,0,0,19.978928814308983,54.582307390366054,211
2025-01-01 00:01:13,192.168.1.36,10.0.0.31,TCP,42600,469,discord,314,175,0,0,1,15.227624358027503,32.828359216023756,243
2025-01-01 00:01:14,192.168.1.14,10.0.0.34,TCP,62117,651,python,1222,252,1,0,1,9.701925703729811,55.60630574700193,195
2025-01-01 00:01:15,192.168.1.31,10.0.0.33,TCP,43836,716,discord,202,165,0,0,0,6.067017977975225,16.800687945197872,253
2025-01-01 00:01:16,192.168.1.48,10.0.0.27,TCP,54298,882,python,1484,187,0,0,1,12.522736217830309,7.871810077119321,217
2025-01-01 00:01:17,192.168.1.15,10.0.0.2,TCP,59474,249,sqlserver,565,107,0,0,0,40.12687795559017,10.740151313368736,173
2025-01-01 00:01:18,192.168.1.8,10.0.0.14,TCP,13470,690,steam,999,159,0,0,0,39.116639938848714,8.24670781999993,203
2025-01-01 00:01:19,192.168.1.14,10.0.0.13,TCP,4994,508,steam,378,222,0,0,0,0.8333724822336733,50.746488862998035,110
2025-01-01 00:01:20,192.168.1.23,10.0.0.24,TCP,27100,162,sqlserver,538,125,0,0,0,17.692186018856987,1.4751552423146377,140
2025-01-01 00:01:21,192.168.1.40,10.0.0.5,TCP,35660,803,python,1448,197,0,0,1,33.0519565592699,7.122872628367832,161
2025-01-01 00:01:22,192.168.1.21,10.0.0.34,UDP,34458,628,chrome,1471,178,0,0,1,16.842343981793537,3.7444932982974892,265
2025-01-01 00:01:23,192.168.1.16,10.0.0.23,UDP,41130,455,discord,204,228,0,0,0,2.259455951470696,59.71374013507595,137
2025-01-01 00:01:24,192.168.1.45,10.0.0.19,UDP,12219,245,chrome,1215,209,0,0,1,23.145232165083172,37.44052701712089,260
2025-01-01 00:01:25,192.168.1.18,10.0.0.30,TCP,33375,791,explorer,1272,251,0,0,0,29.89052603632579,15.990647853971778,207
2025-01-01 00:01:26,192.168.1.47,10.0.0.49,ICMP,41773,129,discord,864,196,0,0,1,33.425038431933686,49.34779205783457,290
2025-01-01 00:01:27,192.168.1.24,10.0.0.43,UDP,49904,916,sqlserver,1144,154,0,1,1,48.50492493432204,28.29246229586542,107
2025-01-01 00:01:28,192.168.1.26,10.0.0.16,UDP,58353,672,steam,148,251,1,0,0,18.658210172761397,11.24906318311689,264
2025-01-01 00:01:29,192.168.1.25,10.0.0.40,TCP,7972,98,discord,211,225,1,0,0,41.03264951411179,55.43367150221332,67
2025-01-01 00:01:30,192.168.1.45,10.0.0.34,TCP,63096,694,steam,863,161,0,0,0,39.77200007623738,12.611904907184062,34
2025-01-01 00:01:31,192.168.1.41,10.0.0.49,UDP,52418,114,python,1399,219,0,0,1,37.78471722489072,39.74133626202571,160
2025-01-01 00:01:32,192.168.1.29,10.0.0.11,UDP,32998,916,sqlserver,40,32,0,0,1,27.14509470575337,36.43557087839452,223
2025-01-01 00:01:33,192.168.1.15,10.0.0.14,TCP,50821,334,python,1196,195,0,0,0,45.893732386311434,16.921350049920772,278
2025-01-01 00:01:34,192.168.1.45,10.0.0.48,TCP,33338,709,system,533,50,0,1,1,3.7729917998701756,51.093274116057295,249
2025-01-01 00:01:35,192.168.1.1,10.0.0.47,TCP,14466,216,explorer,938,81,0,0,1,10.946760118889872,50.8231459111361,145
2025-01-01 00:01:36,192.168.1.25,10.0.0.15,TCP,51194,405,system,738,77,0,0,0,10.555370281052143,32.116902985630325,146
2025-01-01 00:01:37,192.168.1.7,10.0.0.35,UDP,56819,844,explorer,991,211,0,0,1,0.8350884970612251,37.69715519839053,283
2025-01-01 00:01:38,192.168.1.9,10.0.0.7,TCP,21964,834,python,67,194,0,0,0,49.514297412572944,40.03593942898452,13
2025-01-01 00:01:39,192.168.1.24,10.0.0.29,TCP,38794,383,system,254,139,1,0,1,1.7249595270371105,49.54103577830924,242
2025-01-01 00:01:40,192.168.1.1,10.0.0.44,UDP,60442,458,sqlserver,836,37,0,0,1,7.298257705558077,15.342879361861499,50
2025-01-01 00:01:41,192.168.1.44,10.0.0.22,TCP,27892,141,python,931,187,0,0,1,26.31274855422436,46.16251062788438,178
2025-01-01 00:01:42,192.168.1.8,10.0.0.23,TCP,58497,735,chrome,1331,128,0,0,1,7.230474782298142,41.8458606166345,118
2025-01-01 00:01:43,192.168.1.24,10.0.0.24,UDP,26943,558,steam,944,187,0,0,1,40.62891890893681,26.260388560354567,191
2025-01-01 00:01:44,192.168.1.11,10.0.0.35,TCP,53479,920,python,1229,107,0,0,0,19.263326404461203,48.61229349468776,256
2025-01-01 00:01:45,192.168.1.17,10.0.0.10,TCP,43179,376,system,1159,162,0,0,0,6.256199112728192,26.818190587786127,106
2025-01-01 00:01:46,192.168.1.8,10.0.0.8,UDP,2635,922,explorer,1137,209,0,0,0,19.769612825206924,11.581416036430953,164
2025-01-01 00:01:47,192.168.1.35,10.0.0.48,UDP,11830,33,sqlserver,423,196,0,0,1,12.582590857446249,12.136118065395154,155
2025-01-01 00:01:48,192.168.1.35,10.0.0.48,UDP,45294,553,explorer,601,172,0,0,1,36.75457258502385,22.682668762408273,264
2025-01-01 00:01:49,192.168.1.33,10.0.0.12,TCP,4728,728,system,247,64,0,0,0,19.442864490861897,47.32005681935939,228
2025-01-01 00:01:50,192.168.1.5,10.0.0.29,TCP,63819,513,explorer,660,84,0,0,0,43.97130185097787,12.010610687372715,181
2025-01-01 00:01:51,192.168.1.42,10.0.0.29,UDP,20886,265,explorer,1401,219,0,0,0,17.00438005908227,8.694419846859388,12
2025-01-01 00:01:52,192.168.1.39,10.0.0.23,TCP,27327,991,system,181,210,0,0,1,19.096163347695988,9.008919453121713,169
2025-01-01 00:01:53,192.168.1.41,10.0.0.26,TCP,33758,187,chrome,1208,149,0,0,0,34.90634834830458,46.961110615623824,199
2025-01-01 00:01:54,192.168.1.28,10.0.0.37,TCP,35768,121,sqlserver,1283,175,0,0,1,8.909701352502388,5.984960368253311,39
2025-01-01 00:01:55,192.168.1.7,10.0.0.32,TCP,52745,88,chrome,1492,141,0,0,0,35.93483594916469,50.049035401638584,190
2025-01-01 00:01:56,192.168.1.9,10.0.0.38,TCP,18420,939,explorer,891,174,0,0,1,14.495460507153114,54.29090852589495,164
2025-01-01 00:01:57,192.168.1.8,10.0.0.6,TCP,27938,538,explorer,1148,231,0,0,1,3.8255397815719228,36.25208133929167,101
2025-01-01 00:01:58,192.168.1.12,10.0.0.8,TCP,3717,551,sqlserver,784,171,0,0,0,44.95590789233513,16.06786934120052,88
2025-01-01 00:01:59,192.168.1.34,10.0.0.17,ICMP,31320,822,chrome,137,179,0,0,1,26.15474332655566,55.81950034983119,128
2025-01-01 00:02:00,192.168.1.33,10.0.0.12,TCP,4062,373,python,302,226,0,0,1,35.894636009057926,2.0822137794601834,43
2025-01-01 00:02:01,192.168.1.48,10.0.0.22,TCP,22270,150,steam,172,104,0,0,1,5.740399809952874,1.8966085746862948,240
2025-01-01 00:02:02,192.168.1.23,10.0.0.14,TCP,56501,353,chrome,836,41,0,0,0,14.708605897313186,31.720040026007798,56
2025-01-01 00:02:03,192.168.1.24,10.0.0.34,TCP,30429,480,explorer,947,102,0,0,1,24.75554626830509,32.81812522307747,233
2025-01-01 00:02:04,192.168.1.37,10.0.0.19,UDP,18811,737,system,662,153,0,0,1,22.641585770939486,24.92714692801518,31
2025-01-01 00:02:05,192.168.1.35,10.0.0.6,UDP,53966,969,system,1181,169,0,0,0,44.92640207864269,30.751123241276332,227
2025-01-01 00:02:06,192.168.1.44,10.0.0.18,UDP,47085,911,chrome,1369,140,0,0,0,44.81666751425968,23.90496878688085,244
2025-01-01 00:02:07,192.168.1.40,10.0.0.36,UDP,32578,470,sqlserver,424,117,1,0,0,47.69112843860388,54.52986206313224,36
2025-01-01 00:02:08,192.168.1.22,10.0.0.37,UDP,5201,464,steam,1485,162,0,0,0,0.359160995293504,40.99174036208053,241
2025-01-01 00:02:09,192.168.1.27,10.0.0.38,TCP,5108,355,steam,1212,138,0,0,0,4.485458900810011,5.823341341376671,154
2025-01-01 00:02:10,192.168.1.35,10.0.0.15,TCP,50807,345,sqlserver,960,50,0,0,1,7.559053161025341,54.64947793719761,109
2025-01-01 00:02:11,192.168.1.1,10.0.0.38,TCP,45879,611,steam,911,221,0,0,1,45.27710408228638,40.90219142928895,280
2025-01-01 00:02:12,192.168.1.35,10.0.0.40,TCP,24912,537,sqlserver,1204,119,0,0,0,6.090868021980661,42.89634585097524,112
2025-01-01 00:02:13,192.168.1.37,10.0.0.9,TCP,46139,622,system,125,54,0,0,0,16.183742209937837,33.395704513113316,270
2025-01-01 00:02:14,192.168.1.47,10.0.0.6,TCP,1805,613,python,658,119,0,0,0,3.0617634714336424,44.119468037104156,41
2025-01-01 00:02:15,192.168.1.14,10.0.0.2,TCP,53933,369,explorer,703,166,0,0,0,9.138447742122548,30.073511493467894,27
2025-01-01 00:02:16,192.168.1.3,10.0.0.16,TCP,34575,123,discord,331,161,0,0,1,38.95658161097979,2.1082665495444903,121
2025-01-01 00:02:17,192.168.1.1,10.0.0.1,TCP,57714,437,chrome,985,35,0,0,0,22.7036333058505,11.017432458083924,273
2025-01-01 00:02:18,192.168.1.5,10.0.0.30,TCP,24858,266,chrome,1038,134,0,0,1,9.554061350862755,41.61283454387379,158
2025-01-01 00:02:19,192.168.1.26,10.0.0.48,UDP,47850,720,discord,1154,230,0,0,0,42.60040904613168,43.319543419495844,227
2025-01-01 00:02:20,192.168.1.14,10.0.0.33,TCP,9636,402,discord,843,86,0,0,0,13.246007256361134,46.39334574159426,91
2025-01-01 00:02:21,192.168.1.39,10.0.0.1,ICMP,40928,109,system,1297,239,0,0,0,27.688062645382644,39.85650295995251,122
2025-01-01 00:02:22,192.168.1.27,10.0.0.39,UDP,28732,818,system,562,57,0,0,0,49.540461217201184,43.21356627962368,152
2025-01-01 00:02:23,192.168.1.9,10.0.0.16,TCP,54133,541,chrome,1220,214,0,0,0,7.394162198700537,4.7437192179515755,198
2025-01-01 00:02:24,192.168.1.15,10.0.0.17,TCP,53651,913,explorer,1329,130,0,0,1,44.421744758751984,37.00702834950575,140
2025-01-01 00:02:25,192.168.1.15,10.0.0.48,TCP,5912,314,sqlserver,461,97,0,0,1,22.80115852055228,24.121967249406094,286
2025-01-01 00:02:26,192.168.1.26,10.0.0.48,UDP,32945,1023,explorer,203,183,0,0,1,42.26823143293046,37.15893306544397,113
2025-01-01 00:02:27,192.168.1.42,10.0.0.38,TCP,7737,772,python,883,203,1,0,1,35.19861077508318,31.304890001597176,104
2025-01-01 00:02:28,192.168.1.13,10.0.0.18,TCP,42573,68,sqlserver,827,203,0,0,0,47.79704377059745,30.251274370345726,290
2025-01-01 00:02:29,192.168.1.32,10.0.0.22,TCP,28068,949,chrome,585,100,0,0,1,39.23334003462175,53.43509513144846,259
2025-01-01 00:02:30,192.168.1.39,10.0.0.22,TCP,56452,79,chrome,543,240,0,1,0,8.059923733166595,43.78342924658699,86
2025-01-01 00:02:31,192.168.1.49,10.0.0.35,UDP,24373,767,chrome,1281,149,0,0,1,29.89703548116919,53.46478196444789,120
2025-01-01 00:02:32,192.168.1.32,10.0.0.31,TCP,52004,644,system,595,65,0,0,1,44.37812306731089,18.38756834031323,240
2025-01-01 00:02:33,192.168.1.4,10.0.0.40,TCP,35145,13,chrome,98,63,0,0,0,5.411446168583313,42.69455994462108,280
2025-01-01 00:02:34,192.168.1.30,10.0.0.27,TCP,49161,178,explorer,598,117,0,0,0,15.170975644040928,54.413674610541236,118
2025-01-01 00:02:35,192.168.1.37,10.0.0.36,UDP,18696,53,python,1467,214,0,0,0,16.103686448171057,53.61399259692788,251
2025-01-01 00:02:36,192.168.1.23,10.0.0.4,UDP,62285,56,explorer,1030,217,0,0,1,32.1816510265541,20.81605339685152,140
2025-01-01 00:02:37,192.168.1.39,10.0.0.49,TCP,8480,838,python,973,174,0,0,1,48.19909548836089,1.6498871472592584,159
2025-01-01 00:02:38,192.168.1.45,10.0.0.5,TCP,33756,325,python,306,50,0,0,1,25.591042412567695,53.22674901977773,224
2025-01-01 00:02:39,192.168.1.15,10.0.0.25,TCP,51607,55,chrome,149,173,0,0,0,36.71563380257327,11.845065156247509,196
2025-01-01 00:02:40,192.168.1.43,10.0.0.31,TCP,10309,801,discord,234,97,0,0,1,27.666219060142907,24.55657302501121,10
2025-01-01 00:02:41,192.168.1.29,10.0.0.14,UDP,23034,966,chrome,335,204,0,0,0,32.61224822967831,34.54811284751999,4
2025-01-01 00:02:42,192.168.1.36,10.0.0.30,TCP,24632,418,explorer,959,112,0,0,0,45.200670290958016,39.029645298815446,208
2025-01-01 00:02:43,192.168.1.13,10.0.0.47,TCP,58905,581,discord,407,241,0,0,1,33.01989404776686,16.02796051202113,15
2025-01-01 00:02:44,192.168.1.32,10.0.0.12,TCP,16038,752,chrome,1398,38,0,0,1,19.03203887929,46.82050742321987,134
2025-01-01 00:02:45,192.168.1.7,10.0.0.27,TCP,38059,570,python,525,79,0,0,0,5.507819292407162,1.4932706424956752,252
2025-01-01 00:02:46,192.168.1.22,10.0.0.45,TCP,40255,804,explorer,1188,173,0,0,1,0.339221638173922,17.26253700869088,233
2025-01-01 00:02:47,192.168.1.28,10.0.0.24,TCP,59886,781,discord,992,155,0,0,1,33.17968425648832,25.369277834631607,49
2025-01-01 00:02:48,192.168.1.2,10.0.0.30,TCP,44463,860,explorer,197,57,0,0,1,30.135782319743065,50.09309313083854,297
2025-01-01 00:02:49,192.168.1.42,10.0.0.18,UDP,16578,135,python,408,235,0,0,1,10.621789518991333,56.91837887737734,270
2025-01-01 00:02:50,192.168.1.45,10.0.0.14,TCP,36911,57,chrome,732,198,0,0,0,7.136109355822936,46.210797790445504,296
2025-01-01 00:02:51,192.168.1.6,10.0.0.19,TCP,61991,649,explorer,78,176,0,0,0,20.843922256005513,23.947110429709536,143
2025-01-01 00:02:52,192.168.1.28,10.0.0.22,TCP,1197,794,system,1486,173,0,0,1,23.139656052452697,16.576603522255684,138
2025-01-01 00:02:53,192.168.1.28,10.0.0.26,TCP,27999,865,discord,624,163,0,0,0,21.869800224771613,6.256363137618168,251
2025-01-01 00:02:54,192.168.1.44,10.0.0.7,TCP,40921,311,explorer,476,108,0,0,0,12.448291050865606,34.424711135798674,5
2025-01-01 00:02:55,192.168.1.44,10.0.0.28,TCP,39682,535,chrome,368,125,0,0,1,44.262959576875254,16.706855165838988,99
2025-01-01 00:02:56,192.168.1.20,10.0.0.38,TCP,17355,869,explorer,1375,149,0,0,1,12.833376715851667,26.317168140006853,116
2025-01-01 00:02:57,192.168.1.30,10.0.0.5,TCP,50573,696,python,1343,157,0,1,1,28.98898022179837,0.792712605433494,267
2025-01-01 00:02:58,192.168.1.11,10.0.0.36,TCP,50940,154,steam,599,48,0,0,1,17.513089812462475,14.935360150985293,55
2025-01-01 00:02:59,192.168.1.28,10.0.0.18,TCP,57042,628,sqlserver,1484,202,0,0,0,20.62279911240845,48.555537697756684,59
2025-01-01 00:03:00,192.168.1.25,10.0.0.14,UDP,3331,587,system,1305,141,0,0,0,29.19102638794978,42.49711562402606,258
2025-01-01 00:03:01,192.168.1.39,10.0.0.48,TCP,35582,433,steam,83,64,0,0,0,38.159918471827986,36.11198503527028,61
2025-01-01 00:03:02,192.168.1.33,10.0.0.23,TCP,38539,589,explorer,972,178,0,0,0,46.65713975912643,56.36966529117375,263
2025-01-01 00:03:03,192.168.1.1,10.0.0.14,TCP,53218,564,sqlserver,859,102,0,0,1,5.298900689208453,43.42768375288661,283
2025-01-01 00:03:04,192.168.1.27,10.0.0.32,TCP,61950,987,explorer,549,228,0,0,0,11.923166276913312,34.45526778780388,241
2025-01-01 00:03:05,192.168.1.13,10.0.0.5,UDP,9589,450,steam,1117,86,1,0,0,19.586353287310256,48.20918553002074,254
2025-01-01 00:03:06,192.168.1.41,10.0.0.22,TCP,51962,701,system,1118,234,0,0,0,15.02791642282267,43.74822003212371,234
2025-01-01 00:03:07,192.168.1.3,10.0.0.28,TCP,52118,272,python,370,157,0,0,1,24.73920095977485,20.757812755997058,220
2025-01-01 00:03:08,192.168.1.39,10.0.0.43,TCP,49391,1011,steam,1234,145,0,0,0,14.424217229870372,17.6090720210157,164
2025-01-01 00:03:09,192.168.1.6,10.0.0.12,TCP,40578,861,steam,1266,149,0,0,1,45.15402230889676,34.803267986194406,111
2025-01-01 00:03:10,192.168.1.8,10.0.0.18,TCP,18434,660,chrome,1167,247,0,0,1,29.501651724893684,31.418877059064585,150
2025-01-01 00:03:11,192.168.1.27,10.0.0.36,TCP,1660,608,system,471,235,0,0,1,38.79651905572291,47.5505328905143,298
2025-01-01 00:03:12,192.168.1.9,10.0.0.31,TCP,49894,983,sqlserver,857,164,0,0,1,20.31905613690872,15.950790209803309,221
2025-01-01 00:03:13,192.168.1.37,10.0.0.13,TCP,50473,252,explorer,409,80,0,0,0,24.24585982830632,24.108071569379813,71
2025-01-01 00:03:14,192.168.1.33,10.0.0.20,ICMP,30968,73,discord,832,199,0,0,1,1.4356055022300582,52.097036976609964,214
2025-01-01 00:03:15,192.168.1.42,10.0.0.45,TCP,36303,992,steam,1123,145,0,0,1,13.638069506331577,47.77720406800453,239
2025-01-01 00:03:16,192.168.1.44,10.0.0.36,TCP,42956,644,chrome,1402,34,0,0,0,23.368572954209483,1.8731552601660697,5
2025-01-01 00:03:17,192.168.1.24,10.0.0.7,TCP,4242,306,system,403,109,0,0,0,35.65164423300411,26.873137248764024,110
